"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI","Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI","Date & Time"
https://www.theperfectlawn.com/faq/pet-turf-faq/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.2 s,0.3 s,0.009,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/about/privacy-policy/,79,100,95,100,0.5 s,0.5 s,0,900 ms,3.0 s,1.5 s,72,100,95,100,0.3 s,0.5 s,0.002,900 ms,3.0 s,1.5 s,01/20/2024
https://www.theperfectlawn.com/services/,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,100,100,100,100,0.2 s,0.3 s,0,0 ms,0.4 s,0.4 s,01/20/2024
https://www.theperfectlawn.com/blog/sports-turf/,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.4 s,0.5 s,100,100,100,100,0.2 s,0.3 s,0.003,0 ms,0.4 s,0.5 s,01/20/2024
https://www.theperfectlawn.com/blog/landscaping/,100,100,100,100,0.4 s,0.5 s,0,20 ms,0.5 s,0.6 s,100,100,100,100,0.2 s,0.3 s,0,20 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-pet-turf/,100,100,100,100,0.4 s,0.5 s,0,80 ms,0.6 s,0.6 s,100,100,100,100,0.3 s,0.4 s,0,80 ms,0.6 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/putting-green/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/html-sitemap/,100,100,100,99,0.4 s,0.4 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.1 s,0.2 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/faq/fake-grass-for-dogs-faq/,100,100,100,100,0.4 s,0.5 s,0,80 ms,0.6 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,80 ms,0.6 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/artificial-grass-frequently-asked-questions/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.5 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-pet-turf/benefits-of-pet-turf/,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.2 s,0.3 s,0.001,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/artificial-pet-turf-free-quote/,100,100,100,100,0.4 s,0.5 s,0.004,40 ms,0.5 s,0.6 s,98,100,100,100,0.2 s,0.3 s,0.085,40 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/artificial-grass-free-quote/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.5 s,100,100,100,100,0.2 s,0.2 s,0,0 ms,0.5 s,0.5 s,01/20/2024
https://www.theperfectlawn.com/faq/,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.4 s,0.5 s,100,100,100,100,0.2 s,0.3 s,0,0 ms,0.4 s,0.5 s,01/20/2024
https://www.theperfectlawn.com/contact/,79,100,95,99,0.6 s,1.0 s,0.006,910 ms,3.8 s,1.7 s,69,100,95,100,0.3 s,0.7 s,0.017,910 ms,3.8 s,1.7 s,01/20/2024
https://www.theperfectlawn.com/about/reviews/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.6 s,0.7 s,95,100,100,100,0.2 s,0.4 s,0.001,20 ms,0.6 s,0.7 s,01/20/2024
https://www.theperfectlawn.com/blog/,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/artificial-grass-in-winter-top-benefits-of-an-artificial-lawn-in-cold-weather/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-pet-turf/fake-grass-for-dogs/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.7 s,0.7 s,100,100,100,100,0.2 s,0.3 s,0.01,40 ms,0.7 s,0.7 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/install-artificial-grass-achieve-2020-new-years-resolutions/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/landscaping/landscape-design-stunning-ideas-for-synthetic-grass/,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.5 s,0.6 s,99,100,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-pet-turf/why-artificial-grass-is-best-for-dog-run/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/diy-artificial-grass-installation-common-mistakes/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/artificial-grass-garden-using-artificial-grass-for-living-plants-and-trees/,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/benefits-realistic-fake-grass-installation/,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/artificial-grass-cost/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/artificial-grass-installations-7-most-popular-applications/,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.4 s,0.5 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/why-homeowners-prefer-artificial-grass/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/artificial-grass/green-artificial-grass-benefits-the-environment/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.4 s,0,0 ms,0.5 s,0.6 s,01/20/2024
https://www.theperfectlawn.com/blog/putting-green/why-choose-synthetic-grass-for-sports-fields-turf/,100,100,100,100,0.4 s,0.5 s,0.002,50 ms,0.5 s,0.6 s,100,100,100,100,0.3 s,0.3 s,0,50 ms,0.5 s,0.6 s,01/20/2024
